source,target,weight
ahimadreahi,traficogt,6
ahimadreahi,mmendoza_gt,2
ahimadreahi,barevalodeleon,3
ahimadreahi,cnnee,3
ahimadreahi,karinherreravp,3
ahimadreahi,ferdymontepeque,1
ahimadreahi,jimmymoralesgt,1
qwerty4577,mariajose_esp,1
qwerty4577,traficogt,1
qwerty4577,satgt,1
kosovo1988,nashiraquezada,1
kosovo1988,ximeenriquez,1
kosovo1988,traficogt,1
victorgt65,barevalodeleon,2
victorgt65,traficogt,2
victorgt65,drgiammattei,1
eescobarescobar,_cnegt,1
eescobarescobar,traficogt,1
bianch_castillo,t1eetc_noticias,1
bianch_castillo,mpguatemala,1
bianch_castillo,traficogt,4
bianch_castillo,adiariogt,1
bianch_castillo,aldodavila_gt,1
bianch_castillo,coromboncote,1
bianch_castillo,espinoza_yos,1
bianch_castillo,mmendoza_gt,1
bianch_castillo,drgiammattei,1
bianch_castillo,quorumgt,1
bianch_castillo,pialaperiodista,1
memeescobar70,msemillagt,1
memeescobar70,traficogt,1
rodrixlop,marieloscm,1
rodrixlop,traficogt,1
detejedam,elbencho_gt,1
detejedam,traficogt,3
detejedam,ligiaiveth26,1
detejedam,agenciaocote,1
jonngalaxy,purorojoybarca,2
jonngalaxy,noficciongt,2
jonngalaxy,traficogt,2
roncontreras4,andream77rl,1
roncontreras4,philgordon46,1
roncontreras4,traficogt,1
roncontreras4,barevalodeleon,1
roncontreras4,colemanusaid,1
gus_pacheco10,traficogt,1
chapinboj,traficogt,1
franmandr,airborn21k,1
franmandr,traficogt,1
juliormolina,monymmorales,1
juliormolina,traficogt,2
juliormolina,pncdeguatemala,1
juliormolina,afroman1327,1
rand41,traficogt,1
rand41,soy_502,1
bastoslezo24849,mildred_gaitan,1
bastoslezo24849,sonny_figueroa,1
bastoslezo24849,traficogt,1
bastoslezo24849,barevalodeleon,1
sandramoranr,mpguatemala,1
jmgrandpa,crislemus,1
jmgrandpa,provialoficial,1
jmgrandpa,traficogt,1
jmgrandpa,infotraficogt,1
guiselabarrios,gabrielwoltke,1
guiselabarrios,traficogt,2
guiselabarrios,quorumgt,1
guiselabarrios,neidasolis_,1
guiselabarrios,jeanellydvg,1
sergiogunmate,raulbarreragt,1
sergiogunmate,traficogt,1
sergiogunmate,contraloria_gt,1
sergiogunmate,tseguatemala,1
juanca_vela,jodyreporta,1
juanca_vela,traficogt,1
juanca_vela,karinherreravp,1
juanca_vela,plazapublicagt,1
ronysac,traficogt,1
jorkflorido,traficogt,1
fatmis44,barevalodeleon,1
fatmis44,traficogt,1
marvinecgarcia,traficogt,3
marvinecgarcia,barevalodeleon,1
juancarlosguzm3,traficogt,1
hctorlp09816449,prensacomunitar,1
hctorlp09816449,traficogt,1
hctorlp09816449,_rahina_,1
fitotato,agenciaocote,1
fitotato,traficogt,1
fitotato,davidck7,1
fitotato,_chrisguti,1
fitotato,mpguatemala,1
osbelibravo,agenciaocote,1
osbelibravo,traficogt,2
osbelibravo,davidck7,1
osbelibravo,_chrisguti,1
osbelibravo,mpguatemala,1
osbelibravo,jovannagarcon,1
csimon72,agenciaocote,1
csimon72,traficogt,1
csimon72,davidck7,1
csimon72,_chrisguti,1
delosgonzalez1,amilcarmontejo,1
delosgonzalez1,traficogt,3
delosgonzalez1,anongtreloaded,1
delosgonzalez1,drgiammattei,1
delosgonzalez1,marioquan,1
yani_wen,traficogt,24
yani_wen,samuel_pz,1
yani_wen,cacifguatemala,1
yani_wen,camagroguate,1
yani_wen,gobiernoguate,1
yani_wen,barevalodeleon,3
yani_wen,msemillagt,1
yani_wen,drgiammattei,1
efrenesandoval1,traficogt,1
motin_gt,traficogt,1
reimerghost,purorojoybarca,1
reimerghost,aefm_usac,1
reimerghost,traficogt,1
memito9075,traficogt,1
obi_wong,traficogt,1
porqtendenciagt,camcomerciogt,1
berserker1696,traficogt,1
v1rtuz,traficogt,2
v1rtuz,limajuanillo,1
v1rtuz,mjcolman,1
v1rtuz,barevalodeleon,1
thz0101,oscar41995,1
thz0101,mmendoza_gt,1
thz0101,traficogt,1
s35938704,rafa_mal0072,1
s35938704,cacifguatemala,1
josueporta,traficogt,1
pozuelos59,traficogt,1
caroll_16,traficogt,1
theboredguy_96,traficogt,1
osiris20201,traficogt,3
marycar50428032,traficogt,1
jemanuelth,traficogt,1
agriperen,kkillokko,1
agriperen,msemillagt,1
agriperen,traficogt,1
agriperen,barevalodeleon,1
agriperen,karinherreravp,1
agriperen,semillametro_,1
agriperen,bancadasemilla,1
alexg7646,traficogt,1
trebor_gt,elmar_iguano,1
trebor_gt,traficogt,1
miguelitogtsoy,traficogt,1
miguelitogtsoy,cacifguatemala,1
miguelitogtsoy,camagroguate,1
miguelitogtsoy,gobiernoguate,1
lafemme574,diegoespana_,1
lafemme574,traficogt,1
safeandsound94,traficogt,1
epguate,_kimberly_lopez,1
epguate,traficogt,3
epguate,barevalodeleon,1
epguate,drgiammattei,1
epguate,quorumgt,1
epguate,pialaperiodista,1
patolopez420,justiciayagt,2
patolopez420,traficogt,6
patolopez420,byron96324753,2
patolopez420,purorojoybarca,1
patolopez420,er65595983,1
patolopez420,quorumgt,1
patolopez420,pialaperiodista,1
jaehsaurio,traficogt,1
ericfer1603,traficogt,1
ericfer1603,drgiammattei,1
ltaracena44,manfredoguate,1
ltaracena44,traficogt,1
lopez_barrios16,traficogt,3
lopez_barrios16,cacifguatemala,1
lopez_barrios16,camagroguate,1
lopez_barrios16,gobiernoguate,1
macol12345,plazapublicagt,2
macol12345,traficogt,2
macol12345,_kimberly_lopez,2
jpmath_78,traficogt,1
jpmath_78,cacifguatemala,1
jpmath_78,camagroguate,1
jpmath_78,gobiernoguate,1
jpmath_78,drgiammattei,1
jpmath_78,mpguatemala,1
cristinape76241,plazapublicagt,1
cristinape76241,traficogt,1
cristinape76241,jodyreporta,1
ivanhergarcia,traficogt,4
ivanhergarcia,cacifguatemala,1
ivanhergarcia,camagroguate,1
ivanhergarcia,gobiernoguate,1
ivanhergarcia,48cantonestoto,1
darofacha,sonny_figueroa,1
darofacha,traficogt,1
hke719,mando6107747648,1
hke719,sonny_figueroa,1
hke719,traficogt,1
gato831,sonny_figueroa,1
gato831,traficogt,1
marcovfonseca,lahoragt,1
fvalenzuela87,traficogt,2
fvalenzuela87,cacifguatemala,1
fvalenzuela87,camagroguate,1
fvalenzuela87,gobiernoguate,1
fvalenzuela87,roanchi2,1
fvalenzuela87,justiciayagt,1
melvynjosue,traficogt,6
melvynjosue,alexcifuen1990,1
melvynjosue,prensacomunitar,2
melvynjosue,factor4_gt,1
melvynjosue,pncdeguatemala,1
melvynjosue,barevalodeleon,1
melvynjosue,mmendoza_gt,1
melvynjosue,drgiammattei,1
padutout_,traficogt,6
padutout_,cacifguatemala,1
padutout_,camagroguate,1
padutout_,gobiernoguate,1
theliva75,marioquan,1
theliva75,traficogt,3
theliva75,prensacomunitar,1
jmsoes,manfredoguate,1
jmsoes,traficogt,1
jmsoes,lahoragt,1
jmsoes,mpguatemala,1
siana5021503,lahoragt,1
siana5021503,traficogt,1
unchapincomun,amilcarmontejo,1
unchapincomun,muniguate,1
unchapincomun,traficogt,1
manuelgamar34,rafa_mal0072,1
manuelgamar34,traficogt,1
aleph_____,gersonbarrera,1
aleph_____,traficogt,1
sebasti94347042,traficogt,1
eddy_ecocharly,infogt_noticias,1
eddy_ecocharly,traficogt,1
molioscar_,cermenoitalo,1
molioscar_,edgar_ortizgt,1
molioscar_,traficogt,1
carrerarene1,doctoracc,1
carrerarene1,traficogt,1
carrerarene1,mpguatemala,1
carrerarene1,feci_mp,1
carrerarene1,ojguatemala,1
carrerarene1,tseguatemala,1
carrerarene1,frattigiovanni,1
reporteroukny,sergionovellie,1
reporteroukny,victorxoriginal,1
reporteroukny,susanamorazan,1
reporteroukny,missguatelatina,1
reporteroukny,mvlanuevaeramb,1
reporteroukny,gash276,1
reporteroukny,kitapenasbb,1
reporteroukny,edurodriguezg,1
reporteroukny,vidalejo3,1
reporteroukny,traficogt,1
lemuskeidy,traficogt,1
henryquevedo316,pmt_villanueva,1
maghenta9,jojosamgt,1
maghenta9,fdezgmo,1
maghenta9,traficogt,1
donarturo45,traficogt,1
morisduarte55,gersonbarrera,1
morisduarte55,infogt_noticias,1
morisduarte55,traficogt,1
viajemosxguate,infogt_noticias,1
viajemosxguate,traficogt,1
abiluisfer,infogt_noticias,1
abiluisfer,traficogt,1
erikrmoran,traficogt,1
abadilloroberto,josmchacn2,1
abadilloroberto,traficogt,1
imagengt2,traficogt,1
thevigilantegt,traficogt,1
pushka08,traficogt,1
guicho53,traficogt,1
incorruptibl_gt,traficogt,1
german2209,traficogt,1
german2209,luisvonahn,1
loremrda,traficogt,1
htonioj,traficogt,1
alexcifuen1990,traficogt,1
oscar46083885,traficogt,3
oscar46083885,mtacunao,1
oscar46083885,mjcolman,1
oscar46083885,barevalodeleon,1
elmora_siu,traficogt,1
patadechuchosoy,traficogt,1
patadechuchosoy,barevalodeleon,1
edinalbertoa,traficogt,1
hedis28,michideflores,1
hedis28,traficogt,3
hedis28,luisvonahn,1
hedis28,ajame79luis,1
hedis28,kennethmz,1
hedis28,samuel_pz,1
hedis28,amilcarmontejo,1
hedis28,pmtmuniguate,1
hedis28,48cantonestoto,1
hidden_badass,traficogt,2
hidden_badass,batallonjalapa,1
hidden_badass,barevalodeleon,1
unfulanotal_,traficogt,1
guatecosmos,traficogt,1
guatecosmos,ojguatemala,1
yvassaux,emetra,1
yvassaux,traficogt,1
cafnfnavarro,anongtreloaded,1
cafnfnavarro,traficogt,1
cafnfnavarro,72_cpineda,1
mamezquitam,mike051270,1
mamezquitam,traficogt,1
mamezquitam,barevalodeleon,1
alegon_com,traficogt,1
qbixmucane,emisorasunidas,1
qbixmucane,traficogt,1
lilian30521,traficogt,1
lilian30521,statedept,1
politiqueros502,traficogt,1
siangiovanni,jennteinforma,1
siangiovanni,traficogt,1
angelal32496926,traficogt,1
chivi2901,traficogt,1
rodrigoerm,vichoguate,1
rodrigoerm,covial_civ,1
rodrigoerm,emisorasunidas,1
rodrigoerm,guatevision_tv,1
rodrigoerm,canalantigua,1
josevilledagt,amilcarmontejo,1
josevilledagt,provialoficial,1
josevilledagt,dtransitopnc,1
josevilledagt,prensa_libre,1
josevilledagt,traficogt,1
josevilledagt,wazegt,1
tecabre25,josevilledagt,1
tecabre25,traficogt,1
tecabre25,amilcarmontejo,1
tecabre25,provialoficial,1
tecabre25,dtransitopnc,1
tecabre25,prensa_libre,1
tecabre25,wazegt,1
jrruizh,factor4_gt,1
jrruizh,traficogt,3
jrruizh,claudiapazypaz,1
jrruizh,jlfont001,1
el_pollo_7,rigo_caniz,1
el_pollo_7,traficogt,2
el_pollo_7,factor4_gt,1
rigo_caniz,el_pollo_7,1
rigo_caniz,traficogt,1
ewinn_hernandez,el_pollo_7,1
ewinn_hernandez,traficogt,1
sergioosoy,traficogt,1
se_cardona3,ottochacon5,3
se_cardona3,papxigua,3
se_cardona3,traficogt,3
sergio_ojala,marioomeany,1
sergio_ojala,papxigua,1
sergio_ojala,traficogt,1
marioomeany,papxigua,2
marioomeany,traficogt,2
alertagt502,rugar_v,1
alertagt502,mmendoza_gt,1
alertagt502,traficogt,1
alertagt502,jimmymoralesgt,1
jdtolland2004,elakademicista,2
jdtolland2004,traficogt,1
josejo1116,prensa_libre,1
josejo1116,traficogt,1
f36eb2940df3463,traficogt,1
f36eb2940df3463,statedept,1
hectorm68394714,magmoraga,1
hectorm68394714,traficogt,1
frankli49578232,bernardocaal2,1
frankli49578232,traficogt,2
frankli49578232,barevalodeleon,1
frankli49578232,oea_oficial,1
frankli49578232,mpguatemala,1
frankli49578232,drgiammattei,1
frankli49578232,guatemalagob,1
josespalencias,magmoraga,1
josespalencias,traficogt,1
lashenysosa2,vozdeltuit,1
lashenysosa2,traficogt,1
lulubert,muniguate,1
lulubert,amilcarmontejo,1
lulubert,traficogt,1
edgaritar,noficciongt,1
edgaritar,traficogt,1
edgaritar,eboche_gt,1
rokokok50669568,factor4_gt,1
rokokok50669568,traficogt,2
rokokok50669568,moratayayoel,1
honoratovela,asturiasgonzalo,1
honoratovela,jczamora,1
honoratovela,traficogt,1
honoratovela,drgiammattei,1
honoratovela,pressfreedom,1
honoratovela,cpjamericas,1
honoratovela,rosental,1
honoratovela,carlosmlauria,1
honoratovela,joseugazsm,1
honoratovela,el_periodico,1
honoratovela,patriciajaniot,1
honoratovela,lbotello,1
honoratovela,mmendoza_gt,1
honoratovela,cmendeza,1
asturiasgonzalo,honoratovela,1
asturiasgonzalo,jczamora,1
asturiasgonzalo,traficogt,1
asturiasgonzalo,drgiammattei,1
asturiasgonzalo,pressfreedom,1
asturiasgonzalo,cpjamericas,1
asturiasgonzalo,rosental,1
asturiasgonzalo,carlosmlauria,1
asturiasgonzalo,joseugazsm,1
asturiasgonzalo,el_periodico,1
asturiasgonzalo,patriciajaniot,1
asturiasgonzalo,lbotello,1
asturiasgonzalo,mmendoza_gt,1
asturiasgonzalo,cmendeza,1
wasosigt,jczamora,1
wasosigt,traficogt,1
wasosigt,uninoticias,1
wasosigt,drgiammattei,1
wasosigt,cpeguerotv,1
wasosigt,el_periodico,1
wasosigt,joseugazsm,1
wasosigt,rosental,1
wasosigt,mmendoza_gt,1
wasosigt,cmendeza,1
wasosigt,pvacav,1
wasosigt,cidh,1
renelorca,alba_keneth,1
renelorca,traficogt,2
renelorca,congresoguate,1
renelorca,guatemalagob,1
renelorca,drgiammattei,1
renelorca,mingobguate,1
renelorca,midesgt,1
renelorca,casadedios,1
rg550awmendoza,kristianrecinos,1
rg550awmendoza,traficogt,5
rg550awmendoza,mpguatemala,1
rg550awmendoza,prensacomunitar,1
rg550awmendoza,marieloscm,1
rg550awmendoza,factor4_gt,1
rg550awmendoza,pdhgt,1
rg550awmendoza,mingobguate,1
rg550awmendoza,pncdeguatemala,1
enrique91598012,giovannygali,1
enrique91598012,prensacomunitar,1
enrique91598012,traficogt,1
giovannygali,prensacomunitar,1
giovannygali,traficogt,1
carolsolca,lahoragt,1
carolsolca,traficogt,2
carolsolca,oco_motora,1
oscarberganzac,prensacomunitar,1
oscarberganzac,traficogt,1
alanbonilla3212,prensacomunitar,1
alanbonilla3212,traficogt,1
avroruiz,andread_gtv,1
avroruiz,traficogt,3
avroruiz,guatevision_tv,1
avroruiz,prensa_libre,1
yeya16155804,traficogt,3
yeya16155804,fiaheisenberg,1
yeya16155804,cnnee,1
yeya16155804,almagro_oea2015,1
yeya16155804,oea_oficial,1
yeya16155804,dw_espanol,1
yeya16155804,vozdeamerica,1
antulioavm,traficogt,2
benitok_melo,muniguate,1
benitok_melo,pmtmuniguate,1
benitok_melo,amilcarmontejo,1
benitok_melo,traficogt,1
libertario_1995,calbert96,1
libertario_1995,brenda1976_,1
libertario_1995,barevalodeleon,1
libertario_1995,traficogt,1
calbert96,barevalodeleon,1
calbert96,traficogt,1
mother1mely,traficogt,1
pedalearr,denunciaempagua,1
pedalearr,traficogt,1
elmervargas,oco_motora,1
elmervargas,traficogt,1
knapelos,traficogt,2
knapelos,mpguatemala,1
knapelos,drgiammattei,1
castilloangie_2,traficogt,6
castilloangie_2,samuel_pz,1
castilloangie_2,factor4_gt,1
castilloangie_2,pams1996,1
guille_tobar,traficogt,1
guille_tobar,infotraficogt,1
allfalvarez,traficogt,2
allfalvarez,mpguatemala,2
allfalvarez,drgiammattei,1
allfalvarez,jodyreporta,1
allfalvarez,tseguatemala,1
lis7825,amilcarmontejo,2
lis7825,emisorasunidas,2
lis7825,vichoguate,2
lis7825,pmtdemixco,1
lis7825,pmt_villanueva,1
lis7825,pmtmuniguate,1
lis7825,traficogt,2
lis7825,emixtragt,1
vctorhe19153891,prensacomunitar,1
vctorhe19153891,traficogt,3
vctorhe19153891,claudiapazypaz,1
vctorhe19153891,factor4_gt,1
vctorhe19153891,mpguatemala,1
dannyalarcon160,msemillagt,1
dannyalarcon160,traficogt,4
dannyalarcon160,prensacomunitar,1
dannyalarcon160,mmendoza_gt,1
dannyalarcon160,mpguatemala,1
dannyalarcon160,noficciongt,1
pineda_hilmar,joelin_enriquez,1
pineda_hilmar,aztecanoticiagt,1
pineda_hilmar,traficogt,1
pineda_hilmar,arlettg_,1
joelin_enriquez,aztecanoticiagt,1
joelin_enriquez,traficogt,1
joelin_enriquez,arlettg_,1
eddie58jr,mmendoza_gt,1
eddie58jr,traficogt,1
eddie58jr,mishamoliviatis,1
aguatemalensis,rlirac1,1
aguatemalensis,joelin_enriquez,1
aguatemalensis,aztecanoticiagt,1
aguatemalensis,traficogt,1
aguatemalensis,arlettg_,1
rlirac1,joelin_enriquez,1
rlirac1,aztecanoticiagt,1
rlirac1,traficogt,2
rlirac1,arlettg_,1
rlirac1,kennethmz,1
angel7910wao,traficogt,3
angel7910wao,quorumgt,1
angel7910wao,jeanellydvg,1
angel7910wao,silvadr502,1
angel7910wao,prensacomunitar,1
angel7910wao,pncdeguatemala,1
alberto61295480,traficogt,1
c8f9a667e131454,soy_502,1
c8f9a667e131454,traficogt,3
c8f9a667e131454,jovannagarcon,1
c8f9a667e131454,justiciayagt,1
marlonciito_13,juancar07183726,1
marlonciito_13,cmendeza,1
marlonciito_13,traficogt,1
marlonciito_13,concriteriogt,1
marlonciito_13,quorumgt,1
marlonciito_13,agenciaocote,1
marlonciito_13,_ojoconmipisto,1
marlonciito_13,plazapublicagt,1
marlonciito_13,factor4_gt,1
marlonciito_13,prensacomunitar,1
marlonciito_13,noficciongt,1
orlandomagic81,traficogt,2
spider_1990,traficogt,1
karlos_juarezm,agenciaocote,1
karlos_juarezm,traficogt,2
pablo160485,lahoragt,1
pablo160485,traficogt,1
sfaustino641,quorumgt,1
sfaustino641,traficogt,1
sfaustino641,jeanellydvg,1
gaudp,justiciayagt,1
gaudp,traficogt,2
gaudp,isapaiz_,1
limajuanillo,mjcolman,1
limajuanillo,barevalodeleon,1
limajuanillo,traficogt,1
marisaguatemala,traficogt,1
villalt93285,barevalodeleon,2
villalt93285,traficogt,3
villalt93285,cc_guatemala,2
rodrigobraves,barevalodeleon,1
rodrigobraves,traficogt,1
rodrigobraves,cc_guatemala,1
17147128204ca,barevalodeleon,1
17147128204ca,traficogt,1
17147128204ca,pdhgt,1
axelreyna4rm,samuel_pz,1
axelreyna4rm,traficogt,1
silviagarciah,plazapublicagt,1
silviagarciah,traficogt,3
silviagarciah,jodyreporta,1
silviagarciah,prensacomunitar,1
silviagarciah,agenciaocote,1
silviagarciah,davidck7,1
carlotadv,luisvonahn,1
carlotadv,traficogt,1
marvus_morales,aztecanoticiagt,1
marvus_morales,traficogt,1
marvus_morales,arlettg_,1
daniloram1978,mmendoza_gt,1
daniloram1978,traficogt,1
erickdonald2g,prensacomunitar,1
erickdonald2g,traficogt,1
emegelizama,marcosantil,1
emegelizama,traficogt,1
chgabriel27,therainbowj_,1
chgabriel27,prensacomunitar,2
chgabriel27,traficogt,4
chgabriel27,estuardosc,1
chgabriel27,agenciaocote,1
therainbowj_,chgabriel27,1
therainbowj_,prensacomunitar,1
therainbowj_,traficogt,1
ommaar51964660,estuardosc,1
ommaar51964660,traficogt,2
ommaar51964660,eymiba,1
ommaar51964660,plazapublicagt,1
dlissettepa,traficogt,1
mcampie,doccoke77,1
mcampie,traficogt,2
mcampie,darwinhk,1
mcampie,jovannagarcon,1
wsantizo,amilcarmontejo,1
wsantizo,traficogt,1
alexrtem,traficogt,1
maggyllm1,marieloscm,1
maggyllm1,traficogt,1
carlairodriguez,doccoke77,1
carlairodriguez,traficogt,1
carlairodriguez,darwinhk,1
champis11,jovillafuerte,1
champis11,traficogt,2
champis11,manfredoguate,1
ialmgg,kroldegarcia,1
ialmgg,barevalodeleon,1
ialmgg,traficogt,1
jjpnewsgtactua,bancadasemilla,1
jjpnewsgtactua,traficogt,4
jjpnewsgtactua,jlfont001,1
jjpnewsgtactua,porqtendenciagt,1
stuardlitles,barevalodeleon,1
stuardlitles,traficogt,1
essstuardo,kroldegarcia,1
essstuardo,barevalodeleon,1
essstuardo,traficogt,1
roosjuly92,inna_kar,1
roosjuly92,anongtreloaded,1
roosjuly92,traficogt,1
roosjuly92,drgiammattei,1
inna_kar,anongtreloaded,1
inna_kar,traficogt,1
inna_kar,drgiammattei,1
netcentero_gt,moratayayoel,1
hensbillperez,darwinhk,1
hensbillperez,traficogt,1
chejova83,factor4_gt,1
chejova83,traficogt,1
chejova83,gtcodeca,1
kortabar88,drewzecena,1
kortabar88,traficogt,1
dafer05081967,jlfont001,1
dafer05081967,traficogt,1
henrybanniste10,traficogt,2
mariogarcia76,l150467150467,1
mariogarcia76,traficogt,1
mariogarcia76,muniguate,1
mariogarcia76,amilcarmontejo,1
mariogarcia76,rquinonezl,1
garzaroscott,traficogt,1
jonthanb_leoodo,traficogt,1
lamarchggie,mmendoza_gt,1
lamarchggie,luisvonahn,1
lamarchggie,factor4_gt,1
lamarchggie,_elfaro_,1
lamarchggie,traficogt,1
lamarchggie,guatevision_tv,1
lamarchggie,prensa_libre,1
26_malima,mmendoza_gt,3
26_malima,vozdeltuit,1
26_malima,traficogt,4
26_malima,lanegrisgt,2
26_malima,sonny_figueroa,2
26_malima,noti_atlantico,1
26_malima,alterlego502,1
26_malima,soyfdelrincon,1
dinoeca30,traficogt,1
revoloriowilson,traficogt,2
albamgt,agenciaocote,1
albamgt,traficogt,1
albamgt,ejercito_gt,1
gtjomaedga,traficogt,1
solaresarriola,traficogt,1
friibergt,byron96324753,1
friibergt,traficogt,1
gt502_luis,traficogt,3
javierpin8,traficogt,1
javierpin8,__vadergt,1
javierpin8,rmendezruiz,1
vrp_trinidad,samuel_pz,1
vrp_trinidad,traficogt,2
vrp_trinidad,plazapublicagt,1
vrp_trinidad,melucoyoy,1
monica_gil7,agenciaocote,1
monica_gil7,traficogt,2
monica_gil7,davidck7,1
monica_gil7,mafisquab,1
mafisquab,traficogt,1
guiller53663736,traficogt,2
marielosfu99091,donkev29,1
marielosfu99091,traficogt,1
donkev29,traficogt,1
anabelynz,traficogt,1
flovictor2257,agenciaocote,1
flovictor2257,traficogt,3
flovictor2257,davidck7,1
flor010474,traficogt,1
servicomlopez,traficogt,1
esilvar2,traficogt,1
anika_cohler,traficogt,1
fer_ch085,visto_93,1
fer_ch085,traficogt,2
fer_ch085,barevalodeleon,1
visto_93,traficogt,3
visto_93,barevalodeleon,1
mollygt503,wergabriel,1
mollygt503,traficogt,1
mannu777,pipitachula,1
mannu777,traficogt,1
jasonbarriosgut,traficogt,1
marobo66,traficogt,1
au_cdl,flovictor2257,1
au_cdl,traficogt,3
nx74205_defiant,traficogt,1
carlhansschneid,traficogt,1
albertomrida8,traficogt,1
maya25cardenas,traficogt,1
sofa_melgar,traficogt,4
geovapaz2,traficogt,2
gerzon13,traficogt,2
gerzon13,hshetemul,1
bqi3gdpba5noquc,traficogt,4
bqi3gdpba5noquc,barevalodeleon,1
bqi3gdpba5noquc,sperezattias,1
bqi3gdpba5noquc,estuardosc,1
bqi3gdpba5noquc,hsanchezgt,1
mauricio__reyes,traficogt,1
ilmarn,wergabriel,1
ilmarn,traficogt,1
ronald_sterkel,traficogt,1
ajame79luis,traficogt,1
dbercian,traficogt,2
a_saenz50,traficogt,3
a_saenz50,cmendeza,1
a_saenz50,cc_guatemala,1
a_saenz50,msemillagt,1
a_saenz50,aizenstatd,1
a_saenz50,alex_balsells,1
esnaoro1,traficogt,1
vanidades2023,traficogt,5
vanidades2023,barevalodeleon,1
vanidades2023,empagua_gt,1
ruff58723096,traficogt,1
ruff58723096,barevalodeleon,1
eugeniagalvez13,traficogt,1
algdelopez,traficogt,2
algdelopez,rodriadeur,1
mtacunao,traficogt,1
raulgar41374916,traficogt,1
yaheer14,traficogt,1
adrianpc912,traficogt,1
emilioenrq42585,prensacomunitar,1
emilioenrq42585,traficogt,4
emilioenrq42585,claudiapazypaz,1
emilioenrq42585,egutierrezaiza,1
emilioenrq42585,hsanchezgt,1
marilu171,lahoragt,1
marilu171,traficogt,1
erikbarrios3011,ramonzamora89,1
erikbarrios3011,traficogt,1
erikbarrios3011,chepezamora,1
ldavid_g,egutierrezaiza,1
ldavid_g,traficogt,2
jsalazar86cho,liberalucha,1
jsalazar86cho,traficogt,1
csanchezpolo,liberalucha,1
csanchezpolo,traficogt,1
yopeone76,agenciaocote,1
yopeone76,traficogt,2
mdjssalgue,mildred_gaitan,1
mdjssalgue,factor4_gt,1
mdjssalgue,traficogt,1
vcrosita61,lopezguamuch,1
vcrosita61,prensacomunitar,1
vcrosita61,traficogt,1
lopezguamuch,prensacomunitar,1
lopezguamuch,traficogt,3
lopezguamuch,alex_balsells,1
lopezguamuch,mildred_gaitan,1
lopezguamuch,lanegrisgt,1
choelias3,kennethmz,1
choelias3,traficogt,1
choelias3,josecsagt,1
sandrygadr,traficogt,1
sandrygadr,barevalodeleon,1
chrizzao,traficogt,1
g_frgmontt,claudiapazypaz,1
g_frgmontt,traficogt,1
lumaga16,gersintos,1
lumaga16,traficogt,1
titoflores1973,traficogt,3
titoflores1973,barevalodeleon,1
titoflores1973,oemc311,1
titoflores1973,alex_balsells,1
titoflores1973,drgiammattei,1
titoflores1973,prensacomunitar,1
listoerick,ramonzamora89,1
listoerick,traficogt,3
listoerick,chepezamora,1
listoerick,agenciaocote,1
listoerick,davidck7,1
enriquecordon,ramonzamora89,1
enriquecordon,traficogt,1
enriquecordon,chepezamora,1
endless_28gt,traficogt,1
masmeisamas,traficogt,1
polipelaez,lahoragt,1
polipelaez,traficogt,1
polipelaez,cc_guatemala,1
mjea2006,gersintos,1
mjea2006,traficogt,1
raulherr,napolenmndez1,1
raulherr,traficogt,2
raulherr,jlfont001,1
raulherr,drgiammattei,1
raulherr,thelmaaldana,1
raulherr,concriteriogt,1
jonanrodas,gersintos,1
jonanrodas,traficogt,1
nerysicaja,emisorasunidas,1
nerysicaja,traficogt,1
nerysicaja,noel_solis,1
18madame,traficogt,1
f3rlu_93,monymmorales,1
f3rlu_93,traficogt,1
f3rlu_93,drgiammattei,1
fercajas,prensa_libre,1
fercajas,traficogt,2
fercajas,drgiammattei,1
fercajas,prensacomunitar,1
nichitomonterr2,prensacomunitar,1
nichitomonterr2,traficogt,2
ritacadtillo,traficogt,1
lindo_pinky,noficciongt,1
lindo_pinky,traficogt,4
lindo_pinky,48cantonestoto,1
lindo_pinky,monymmorales,1
lindo_pinky,alex_balsells,1
lindo_pinky,marjorievonahn,1
lindo_pinky,empagua_gt,1
vicmacue62,aztecanoticiagt,1
vicmacue62,traficogt,1
habibi58,traficogt,1
habibi58,bensywulka,1
nelcast22,lahoragt,1
nelcast22,traficogt,2
nelcast22,juanmaasturias,1
yohenbarrera,kennethmz,1
yohenbarrera,traficogt,1
yohenbarrera,josecsagt,1
jusbin1992,hshetemul,1
jusbin1992,traficogt,1
lbarreragt,traficogt,1
juanortizfoto,traficogt,1
soy_shute,alterlego502,1
soy_shute,anongtreloaded,1
soy_shute,elbencho_gt,1
soy_shute,traficogt,1
_freiheit1,traficogt,4
_freiheit1,msemillagt,1
_freiheit1,barevalodeleon,1
_freiheit1,plazapublicagt,2
_freiheit1,melucoyoy,1
erobles62,norapra2005,1
erobles62,traficogt,2
erobles62,yopeone76,1
df_gbb,traficogt,2
mfzmariel,traficogt,2
mfzmariel,visioninternaci,1
mfzmariel,yovapower2,1
mfzmariel,plazapublicagt,1
carlos5433,traficogt,1
yovapower2,mfzmariel,1
yovapower2,visioninternaci,1
yovapower2,traficogt,1
yovapower2,plazapublicagt,1
saxomofono,traficogt,1
malusinfiltro,traficogt,1
sontay_williamg,kennethmz,1
sontay_williamg,traficogt,1
sontay_williamg,josecsagt,1
estuilozano69,anongtreloaded,3
estuilozano69,traficogt,5
estuilozano69,noficciongt,1
